Execution Date,User Story,Test Case ID,LOB,Execution Status,Defect ID,Defect Description,Defect Type,Defect Status,Severity,Priority
18/12/24,Global Nav,TC_093,M&R,Fail,D_1799,Test Data Issue detected in M&R module.,Manual,Deferred,,
19/12/24,Global Nav,TC_093,M&R,Pass,,,,,,
20/12/24,Global Nav,TC_093,M&R,Pass,,,,,,
21/12/24,Global Nav,TC_093,M&R,Pass,,,,,,
22/12/24,Global Nav,TC_093,M&R,Fail,D_1814,Test Data Issue detected in M&R module.,Automation,Closed,,
23/12/24,Global Nav,TC_093,M&R,Pass,,,,,,
24/12/24,Global Nav,TC_093,M&R,Fail,D_1505,Automation Script Issue detected in M&R module.,Manual,Deferred,,
25/12/24,Global Nav,TC_093,M&R,Fail,D_1443,Requirement Gap detected in M&R module.,Automation,Deferred,,
26/12/24,Global Nav,TC_093,M&R,Pass,,,,,,
27/12/24,Global Nav,TC_093,M&R,Pass,,,,,,
28/12/24,Global Nav,TC_093,M&R,Pass,,,,,,
29/12/24,Global Nav,TC_093,M&R,Pass,,,,,,
30/12/24,Global Nav,TC_093,M&R,Fail,D_1511,Test Data Issue detected in M&R module.,Manual,Deferred,,
31/12/24,Global Nav,TC_093,M&R,Fail,D_1876,Test Data Issue detected in M&R module.,Manual,Closed,,
01/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
02/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
03/01/25,Global Nav,TC_093,M&R,Fail,D_1877,Code Issue detected in M&R module.,Manual,Closed,,
04/01/25,Global Nav,TC_093,M&R,Fail,D_1540,Automation Script Issue detected in M&R module.,Manual,Deferred,,
05/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
06/01/25,Global Nav,TC_093,M&R,Fail,D_1954,Code Issue detected in M&R module.,Manual,In Progress,,
07/01/25,Global Nav,TC_093,M&R,Fail,D_1738,Environment Issue detected in M&R module.,Automation,Closed,,
08/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
09/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
10/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
11/01/25,Global Nav,TC_093,M&R,Fail,D_1042,Environment Issue detected in M&R module.,Manual,Closed,,
12/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
13/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
14/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
15/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
16/01/25,Global Nav,TC_093,M&R,Fail,D_1929,Automation Script Issue detected in M&R module.,Manual,Closed,,
17/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
18/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
19/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
20/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
21/01/25,Global Nav,TC_093,M&R,Fail,D_1678,Test Data Issue detected in M&R module.,Automation,In Progress,,
22/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
23/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
24/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
25/01/25,Global Nav,TC_093,M&R,Fail,D_1244,Environment Issue detected in M&R module.,Manual,Deferred,,
26/01/25,Global Nav,TC_093,M&R,Fail,D_1932,Automation Script Issue detected in M&R module.,Manual,Open,,
27/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
28/01/25,Global Nav,TC_093,M&R,Fail,D_1963,Code Issue detected in M&R module.,Automation,Open,,
29/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
30/01/25,Global Nav,TC_093,M&R,Pass,,,,,,
31/01/25,Global Nav,TC_093,M&R,Fail,D_1851,Test Data Issue detected in M&R module.,Automation,Open,,
01/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
02/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
03/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
04/02/25,Global Nav,TC_093,M&R,Fail,D_1532,Test Data Issue detected in M&R module.,Manual,Closed,,
05/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
06/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
07/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
08/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
09/02/25,Global Nav,TC_093,M&R,Fail,D_1161,Code Issue detected in M&R module.,Manual,Deferred,,
10/02/25,Global Nav,TC_093,M&R,Fail,D_1691,Test Data Issue detected in M&R module.,Automation,In Progress,,
11/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
12/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
13/02/25,Global Nav,TC_093,M&R,Fail,D_1076,Test Data Issue detected in M&R module.,Manual,Closed,,
14/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
15/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
16/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
17/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
18/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
19/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
20/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
21/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
22/02/25,Global Nav,TC_093,M&R,Fail,D_1360,Environment Issue detected in M&R module.,Manual,Open,,
23/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
24/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
25/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
26/02/25,Global Nav,TC_093,M&R,Fail,D_1423,Environment Issue detected in M&R module.,Manual,In Progress,,
27/02/25,Global Nav,TC_093,M&R,Pass,,,,,,
28/02/25,Global Nav,TC_093,M&R,Fail,D_1997,Environment Issue detected in M&R module.,Manual,Closed,,
01/03/25,Global Nav,TC_093,M&R,Pass,,,,,,
02/03/25,Global Nav,TC_093,M&R,Pass,,,,,,
03/03/25,Global Nav,TC_093,M&R,Pass,,,,,,
04/03/25,Global Nav,TC_093,M&R,Pass,,,,,,
05/03/25,Global Nav,TC_093,M&R,Fail,D_1836,Code Issue detected in M&R module.,Automation,Open,,
15/12/24,Global Nav,TC_094,C&I,Fail,D_1905,Test Data Issue detected in C&I module.,Manual,In Progress,,
16/12/24,Global Nav,TC_094,C&I,Pass,,,,,,
17/12/24,Global Nav,TC_094,C&I,Pass,,,,,,
18/12/24,Global Nav,TC_094,C&I,Pass,,,,,,
19/12/24,Global Nav,TC_094,C&I,Fail,D_1905,Automation Script Issue detected in C&I module.,Manual,Deferred,,
20/12/24,Global Nav,TC_094,C&I,Pass,,,,,,
21/12/24,Global Nav,TC_094,C&I,Pass,,,,,,
22/12/24,Global Nav,TC_094,C&I,Fail,D_1949,Test Data Issue detected in C&I module.,Automation,Open,,
23/12/24,Global Nav,TC_094,C&I,Pass,,,,,,
24/12/24,Global Nav,TC_094,C&I,Fail,D_1412,Requirement Gap detected in C&I module.,Automation,In Progress,,
25/12/24,Global Nav,TC_094,C&I,Pass,,,,,,
26/12/24,Global Nav,TC_094,C&I,Fail,D_1534,Automation Script Issue detected in C&I module.,Automation,Closed,,
27/12/24,Global Nav,TC_094,C&I,Pass,,,,,,
28/12/24,Global Nav,TC_094,C&I,Fail,D_1522,Test Data Issue detected in C&I module.,Manual,Closed,,
29/12/24,Global Nav,TC_094,C&I,Fail,D_1036,Environment Issue detected in C&I module.,Automation,In Progress,,
30/12/24,Global Nav,TC_094,C&I,Pass,,,,,,
31/12/24,Global Nav,TC_094,C&I,Pass,,,,,,
01/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
02/01/25,Global Nav,TC_094,C&I,Fail,D_1109,Requirement Gap detected in C&I module.,Automation,Open,,
03/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
04/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
05/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
06/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
07/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
08/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
09/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
10/01/25,Global Nav,TC_094,C&I,Fail,D_1151,Environment Issue detected in C&I module.,Manual,In Progress,,
11/01/25,Global Nav,TC_094,C&I,Fail,D_1909,Environment Issue detected in C&I module.,Manual,Open,,
12/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
13/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
14/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
15/01/25,Global Nav,TC_094,C&I,Fail,D_1335,Test Data Issue detected in C&I module.,Automation,Open,,
16/01/25,Global Nav,TC_094,C&I,Fail,D_1231,Requirement Gap detected in C&I module.,Automation,Closed,,
17/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
18/01/25,Global Nav,TC_094,C&I,Fail,D_1483,Test Data Issue detected in C&I module.,Manual,Closed,,
19/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
20/01/25,Global Nav,TC_094,C&I,Fail,D_1499,Requirement Gap detected in C&I module.,Manual,Closed,,
21/01/25,Global Nav,TC_094,C&I,Fail,D_1916,Environment Issue detected in C&I module.,Manual,In Progress,,
22/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
23/01/25,Global Nav,TC_094,C&I,Fail,D_1182,Code Issue detected in C&I module.,Manual,In Progress,,
24/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
25/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
26/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
27/01/25,Global Nav,TC_094,C&I,Fail,D_1289,Requirement Gap detected in C&I module.,Manual,Open,,
28/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
29/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
30/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
31/01/25,Global Nav,TC_094,C&I,Pass,,,,,,
01/02/25,Global Nav,TC_094,C&I,Fail,D_1608,Automation Script Issue detected in C&I module.,Manual,Open,,
02/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
03/02/25,Global Nav,TC_094,C&I,Fail,D_1460,Environment Issue detected in C&I module.,Manual,Closed,,
04/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
05/02/25,Global Nav,TC_094,C&I,Fail,D_1131,Code Issue detected in C&I module.,Automation,In Progress,,
06/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
07/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
08/02/25,Global Nav,TC_094,C&I,Fail,D_1028,Environment Issue detected in C&I module.,Manual,In Progress,,
09/02/25,Global Nav,TC_094,C&I,Fail,D_1181,Requirement Gap detected in C&I module.,Manual,Open,,
10/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
11/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
12/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
13/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
14/02/25,Global Nav,TC_094,C&I,Fail,D_1396,Test Data Issue detected in C&I module.,Automation,Closed,,
15/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
16/02/25,Global Nav,TC_094,C&I,Fail,D_1944,Environment Issue detected in C&I module.,Manual,Open,,
17/02/25,Global Nav,TC_094,C&I,Fail,D_1451,Environment Issue detected in C&I module.,Manual,Deferred,,
18/02/25,Global Nav,TC_094,C&I,Fail,D_1959,Code Issue detected in C&I module.,Automation,Closed,,
19/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
20/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
21/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
22/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
23/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
24/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
25/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
26/02/25,Global Nav,TC_094,C&I,Fail,D_1845,Code Issue detected in C&I module.,Automation,Deferred,,
27/02/25,Global Nav,TC_094,C&I,Fail,D_1321,Environment Issue detected in C&I module.,Manual,Deferred,,
28/02/25,Global Nav,TC_094,C&I,Pass,,,,,,
01/03/25,Global Nav,TC_094,C&I,Pass,,,,,,
02/03/25,Global Nav,TC_094,C&I,Pass,,,,,,
03/03/25,Global Nav,TC_094,C&I,Fail,D_1801,Code Issue detected in C&I module.,Automation,Deferred,,
04/03/25,Global Nav,TC_094,C&I,Fail,D_1693,Code Issue detected in C&I module.,Automation,Deferred,,
05/03/25,Global Nav,TC_094,C&I,Pass,,,,,,
15/12/24,Global Nav,TC_095,C&I,Fail,D_1625,Requirement Gap detected in C&I module.,Manual,In Progress,,
16/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
17/12/24,Global Nav,TC_095,C&I,Fail,D_1746,Test Data Issue detected in C&I module.,Automation,Closed,,
18/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
19/12/24,Global Nav,TC_095,C&I,Fail,D_1407,Automation Script Issue detected in C&I module.,Manual,Closed,,
20/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
21/12/24,Global Nav,TC_095,C&I,Fail,D_1011,Automation Script Issue detected in C&I module.,Automation,Closed,,
22/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
23/12/24,Global Nav,TC_095,C&I,Fail,D_1698,Environment Issue detected in C&I module.,Automation,Closed,,
24/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
25/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
26/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
27/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
28/12/24,Global Nav,TC_095,C&I,Fail,D_1376,Code Issue detected in C&I module.,Automation,Closed,,
29/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
30/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
31/12/24,Global Nav,TC_095,C&I,Pass,,,,,,
01/01/25,Global Nav,TC_095,C&I,Fail,D_1924,Requirement Gap detected in C&I module.,Manual,In Progress,,
02/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
03/01/25,Global Nav,TC_095,C&I,Fail,D_1340,Environment Issue detected in C&I module.,Automation,Deferred,,
04/01/25,Global Nav,TC_095,C&I,Fail,D_1430,Test Data Issue detected in C&I module.,Manual,Open,,
05/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
06/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
07/01/25,Global Nav,TC_095,C&I,Fail,D_1612,Requirement Gap detected in C&I module.,Manual,Open,,
08/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
09/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
10/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
11/01/25,Global Nav,TC_095,C&I,Fail,D_1511,Automation Script Issue detected in C&I module.,Manual,Deferred,,
12/01/25,Global Nav,TC_095,C&I,Fail,D_1324,Automation Script Issue detected in C&I module.,Automation,Deferred,,
13/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
14/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
15/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
16/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
17/01/25,Global Nav,TC_095,C&I,Fail,D_1514,Code Issue detected in C&I module.,Manual,Closed,,
18/01/25,Global Nav,TC_095,C&I,Fail,D_1243,Environment Issue detected in C&I module.,Automation,Deferred,,
19/01/25,Global Nav,TC_095,C&I,Fail,D_1479,Requirement Gap detected in C&I module.,Automation,Open,,
20/01/25,Global Nav,TC_095,C&I,Fail,D_1448,Test Data Issue detected in C&I module.,Manual,Open,,
21/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
22/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
23/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
24/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
25/01/25,Global Nav,TC_095,C&I,Fail,D_1034,Requirement Gap detected in C&I module.,Automation,In Progress,,
26/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
27/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
28/01/25,Global Nav,TC_095,C&I,Pass,,,,,,
29/01/25,Global Nav,TC_095,C&I,Fail,D_1867,Code Issue detected in C&I module.,Manual,Open,,
30/01/25,Global Nav,TC_095,C&I,Fail,D_1770,Test Data Issue detected in C&I module.,Automation,Deferred,,
31/01/25,Global Nav,TC_095,C&I,Fail,D_1132,Automation Script Issue detected in C&I module.,Manual,In Progress,,
01/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
02/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
03/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
04/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
05/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
06/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
07/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
08/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
09/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
10/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
11/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
12/02/25,Global Nav,TC_095,C&I,Fail,D_1437,Code Issue detected in C&I module.,Manual,In Progress,,
13/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
14/02/25,Global Nav,TC_095,C&I,Fail,D_1753,Test Data Issue detected in C&I module.,Manual,In Progress,,
15/02/25,Global Nav,TC_095,C&I,Fail,D_1052,Automation Script Issue detected in C&I module.,Automation,Open,,
16/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
17/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
18/02/25,Global Nav,TC_095,C&I,Fail,D_1058,Automation Script Issue detected in C&I module.,Manual,Deferred,,
19/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
20/02/25,Global Nav,TC_095,C&I,Fail,D_1195,Code Issue detected in C&I module.,Automation,Open,,
21/02/25,Global Nav,TC_095,C&I,Fail,D_1350,Test Data Issue detected in C&I module.,Manual,In Progress,,
22/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
23/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
24/02/25,Global Nav,TC_095,C&I,Fail,D_1919,Environment Issue detected in C&I module.,Manual,Deferred,,
25/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
26/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
27/02/25,Global Nav,TC_095,C&I,Fail,D_1919,Code Issue detected in C&I module.,Automation,Closed,,
28/02/25,Global Nav,TC_095,C&I,Pass,,,,,,
01/03/25,Global Nav,TC_095,C&I,Fail,D_1859,Environment Issue detected in C&I module.,Automation,Deferred,,
02/03/25,Global Nav,TC_095,C&I,Pass,,,,,,
03/03/25,Global Nav,TC_095,C&I,Pass,,,,,,
04/03/25,Global Nav,TC_095,C&I,Pass,,,,,,
05/03/25,Global Nav,TC_095,C&I,Pass,,,,,,
15/12/24,Global Nav,TC_096,M&R,Fail,D_1460,Environment Issue detected in M&R module.,Automation,Deferred,,
16/12/24,Global Nav,TC_096,M&R,Fail,D_1064,Environment Issue detected in M&R module.,Manual,Closed,,
17/12/24,Global Nav,TC_096,M&R,Pass,,,,,,
18/12/24,Global Nav,TC_096,M&R,Pass,,,,,,
19/12/24,Global Nav,TC_096,M&R,Pass,,,,,,
20/12/24,Global Nav,TC_096,M&R,Fail,D_1946,Code Issue detected in M&R module.,Manual,Open,,
21/12/24,Global Nav,TC_096,M&R,Fail,D_1815,Code Issue detected in M&R module.,Manual,Closed,,
22/12/24,Global Nav,TC_096,M&R,Pass,,,,,,
23/12/24,Global Nav,TC_096,M&R,Pass,,,,,,
24/12/24,Global Nav,TC_096,M&R,Pass,,,,,,
25/12/24,Global Nav,TC_096,M&R,Fail,D_1447,Test Data Issue detected in M&R module.,Manual,Closed,,
26/12/24,Global Nav,TC_096,M&R,Fail,D_1777,Automation Script Issue detected in M&R module.,Automation,Deferred,,
27/12/24,Global Nav,TC_096,M&R,Pass,,,,,,
28/12/24,Global Nav,TC_096,M&R,Pass,,,,,,
29/12/24,Global Nav,TC_096,M&R,Fail,D_1259,Code Issue detected in M&R module.,Manual,Closed,,
30/12/24,Global Nav,TC_096,M&R,Pass,,,,,,
31/12/24,Global Nav,TC_096,M&R,Fail,D_1814,Test Data Issue detected in M&R module.,Manual,Deferred,,
01/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
02/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
03/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
04/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
05/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
06/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
07/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
08/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
09/01/25,Global Nav,TC_096,M&R,Fail,D_1418,Test Data Issue detected in M&R module.,Automation,In Progress,,
10/01/25,Global Nav,TC_096,M&R,Fail,D_1795,Test Data Issue detected in M&R module.,Manual,Closed,,
11/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
12/01/25,Global Nav,TC_096,M&R,Fail,D_1327,Requirement Gap detected in M&R module.,Automation,Deferred,,
13/01/25,Global Nav,TC_096,M&R,Fail,D_1080,Automation Script Issue detected in M&R module.,Manual,Deferred,,
14/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
15/01/25,Global Nav,TC_096,M&R,Fail,D_1630,Requirement Gap detected in M&R module.,Automation,In Progress,,
16/01/25,Global Nav,TC_096,M&R,Fail,D_1464,Test Data Issue detected in M&R module.,Manual,In Progress,,
17/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
18/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
19/01/25,Global Nav,TC_096,M&R,Fail,D_1203,Requirement Gap detected in M&R module.,Manual,Deferred,,
20/01/25,Global Nav,TC_096,M&R,Fail,D_1131,Code Issue detected in M&R module.,Manual,Closed,,
21/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
22/01/25,Global Nav,TC_096,M&R,Fail,D_1237,Automation Script Issue detected in M&R module.,Manual,In Progress,,
23/01/25,Global Nav,TC_096,M&R,Fail,D_1877,Code Issue detected in M&R module.,Automation,Open,,
24/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
25/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
26/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
27/01/25,Global Nav,TC_096,M&R,Fail,D_1536,Automation Script Issue detected in M&R module.,Automation,Open,,
28/01/25,Global Nav,TC_096,M&R,Fail,D_1894,Test Data Issue detected in M&R module.,Manual,Closed,,
29/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
30/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
31/01/25,Global Nav,TC_096,M&R,Pass,,,,,,
01/02/25,Global Nav,TC_096,M&R,Fail,D_1504,Automation Script Issue detected in M&R module.,Manual,Deferred,,
02/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
03/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
04/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
05/02/25,Global Nav,TC_096,M&R,Fail,D_1477,Environment Issue detected in M&R module.,Manual,Closed,,
06/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
07/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
08/02/25,Global Nav,TC_096,M&R,Fail,D_1145,Test Data Issue detected in M&R module.,Automation,Closed,,
09/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
10/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
11/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
12/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
13/02/25,Global Nav,TC_096,M&R,Fail,D_1607,Code Issue detected in M&R module.,Manual,In Progress,,
14/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
15/02/25,Global Nav,TC_096,M&R,Fail,D_1518,Environment Issue detected in M&R module.,Automation,In Progress,,
16/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
17/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
18/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
19/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
20/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
21/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
22/02/25,Global Nav,TC_096,M&R,Fail,D_1368,Automation Script Issue detected in M&R module.,Automation,Closed,,
23/02/25,Global Nav,TC_096,M&R,Fail,D_1501,Requirement Gap detected in M&R module.,Manual,Open,,
24/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
25/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
26/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
27/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
28/02/25,Global Nav,TC_096,M&R,Pass,,,,,,
01/03/25,Global Nav,TC_096,M&R,Fail,D_1916,Automation Script Issue detected in M&R module.,Automation,Deferred,,
02/03/25,Global Nav,TC_096,M&R,Pass,,,,,,
03/03/25,Global Nav,TC_096,M&R,Fail,D_1104,Code Issue detected in M&R module.,Manual,Open,,
04/03/25,Global Nav,TC_096,M&R,Fail,D_1441,Requirement Gap detected in M&R module.,Automation,In Progress,,
05/03/25,Global Nav,TC_096,M&R,Pass,,,,,,
15/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
16/12/24,Global Nav,TC_097,E&I,Fail,D_1096,Automation Script Issue detected in E&I module.,Automation,Open,,
17/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
18/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
19/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
20/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
21/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
22/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
23/12/24,Global Nav,TC_097,E&I,Fail,D_1775,Automation Script Issue detected in E&I module.,Automation,Closed,,
24/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
25/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
26/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
27/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
28/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
29/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
30/12/24,Global Nav,TC_097,E&I,Fail,D_1609,Requirement Gap detected in E&I module.,Automation,In Progress,,
31/12/24,Global Nav,TC_097,E&I,Pass,,,,,,
01/01/25,Global Nav,TC_097,E&I,Pass,,,,,,
02/01/25,Global Nav,TC_097,E&I,Fail,D_1488,Code Issue detected in E&I module.,Manual,Closed,,
03/01/25,Global Nav,TC_097,E&I,Pass,,,,,,
04/01/25,Global Nav,TC_097,E&I,Pass,,,,,,
05/01/25,Global Nav,TC_097,E&I,Pass,,,,,,
06/01/25,Global Nav,TC_097,E&I,Pass,,,,,,
07/01/25,Global Nav,TC_097,E&I,Pass,,,,,,
08/01/25,Global Nav,TC_097,E&I,Fail,D_1185,Test Data Issue detected in E&I module.,Manual,In Progress,,
09/01/25,Global Nav,TC_097,E&I,Fail,D_1864,Requirement Gap detected in E&I module.,Automation,Open,,
10/01/25,Global Nav,TC_097,E&I,Pass,,,,,,
11/01/25,Global Nav,TC_097,E&I,Fail,D_1350,Environment Issue detected in E&I module.,Automation,Deferred,,
12/01/25,Global Nav,TC_097,E&I,Pass,,,,,,
13/01/25,Global Nav,TC_097,E&I,Pass,,,,,,
14/01/25,Global Nav,TC_097,E&I,Pass,,,,,,
