Execution Date,User Story,Test Case ID,LOB,Execution Status,Defect ID,Defect Description,Defect Type,Defect Status,Test Case Name,Severity,Priority
2025-01-18,Global Nav,TC_121,E&I,Fail,D_1961,Requirement Gap detected in E&I module.,Manual,Open,Test Case 58,Medium,P4
2025-01-19,Global Nav,TC_121,E&I,Pass,D6323,Issue with data issue in E&I,UI Element Issue,Closed,Test Case 108,Critical,P1
2025-01-20,Global Nav,TC_121,E&I,Fail,D_1361,Automation Script Issue detected in E&I module.,Manual,Open,Test Case 119,Critical,P4
2025-01-21,Global Nav,TC_121,E&I,Pass,D8812,Issue with data issue in E&I,Environment,Closed,Test Case 64,Medium,P2
2025-01-22,Global Nav,TC_121,E&I,Pass,D3858,Issue with ui element issue in E&I,Data Issue,Open,Test Case 71,Critical,P3
2025-01-23,Global Nav,TC_121,E&I,Pass,D3685,Issue with ui element issue in C&I,Environment,Open,Test Case 118,High,P4
2025-01-24,Global Nav,TC_121,E&I,Pass,D3685,Issue with environment in M&R,Data Issue,In Progress,Test Case 32,Critical,P4
2025-01-25,Global Nav,TC_121,E&I,Pass,D1524,Issue with ui element issue in E&I,Environment,In Progress,Test Case 63,Medium,P3
2025-01-26,Global Nav,TC_121,E&I,Fail,D_1958,Requirement Gap detected in E&I module.,Manual,Deferred,Test Case 100,High,P2
2025-01-27,Global Nav,TC_121,E&I,Pass,D9422,Issue with ui element issue in M&R,UI Element Issue,Closed,Test Case 119,High,P1
2025-01-28,Global Nav,TC_121,E&I,Pass,D8893,Issue with ui element issue in M&R,UI Element Issue,In Progress,Test Case 63,Critical,P1
2025-01-29,Global Nav,TC_121,E&I,Fail,D_1808,Requirement Gap detected in E&I module.,Manual,Open,Test Case 101,Critical,P1
2025-01-30,Global Nav,TC_121,E&I,Fail,D_1475,Environment Issue detected in E&I module.,Manual,Deferred,Test Case 23,Medium,P3
2025-01-31,Global Nav,TC_121,E&I,Fail,D_1452,Requirement Gap detected in E&I module.,Automation,Closed,Test Case 14,High,P4
2025-02-01,Global Nav,TC_121,E&I,Pass,D6619,Issue with data issue in M&R,Environment,In Progress,Test Case 95,High,P2
2025-02-02,Global Nav,TC_121,E&I,Pass,D6532,Issue with data issue in E&I,Data Issue,Open,Test Case 23,Critical,P1
2025-02-03,Global Nav,TC_121,E&I,Pass,D6323,Issue with environment in E&I,Data Issue,In Progress,Test Case 103,Medium,P1
2025-02-04,Global Nav,TC_121,E&I,Pass,D3545,Issue with ui element issue in E&I,Data Issue,In Progress,Test Case 63,Medium,P4
2025-02-05,Global Nav,TC_121,E&I,Fail,D_1381,Requirement Gap detected in E&I module.,Manual,In Progress,Test Case 119,Critical,P1
2025-02-06,Global Nav,TC_121,E&I,Pass,D4279,Issue with data issue in E&I,Data Issue,In Progress,Test Case 93,High,P2
2025-02-07,Global Nav,TC_121,E&I,Pass,D4279,Issue with ui element issue in C&I,Environment,Closed,Test Case 89,Critical,P1
2025-02-08,Global Nav,TC_121,E&I,Fail,D_1446,Test Data Issue detected in E&I module.,Automation,Deferred,Test Case 60,High,P4
2025-02-09,Global Nav,TC_121,E&I,Pass,D7669,Issue with data issue in C&I,UI Element Issue,Closed,Test Case 2,Critical,P3
2025-02-10,Global Nav,TC_121,E&I,Fail,D_1377,Environment Issue detected in E&I module.,Automation,In Progress,Test Case 54,High,P2
2025-02-11,Global Nav,TC_121,E&I,Pass,D3213,Issue with data issue in M&R,UI Element Issue,Open,Test Case 13,High,P1
2025-02-12,Global Nav,TC_121,E&I,Pass,D4279,Issue with data issue in E&I,Data Issue,In Progress,Test Case 20,Medium,P1
2025-02-13,Global Nav,TC_121,E&I,Fail,D_1511,Requirement Gap detected in E&I module.,Manual,Closed,Test Case 45,High,P2
2025-02-14,Global Nav,TC_121,E&I,Pass,D4204,Issue with data issue in C&I,Data Issue,In Progress,Test Case 77,Medium,P3
2025-02-15,Global Nav,TC_121,E&I,Pass,D1889,Issue with data issue in E&I,Data Issue,In Progress,Test Case 26,High,P3
2025-02-16,Global Nav,TC_121,E&I,Pass,D9758,Issue with environment in C&I,UI Element Issue,In Progress,Test Case 80,Medium,P4
2025-02-17,Global Nav,TC_121,E&I,Pass,D1373,Issue with ui element issue in C&I,Environment,In Progress,Test Case 51,Critical,P4
2025-02-18,Global Nav,TC_121,E&I,Pass,D3066,Issue with ui element issue in E&I,Data Issue,Open,Test Case 12,High,P1
2025-02-19,Global Nav,TC_121,E&I,Pass,D7558,Issue with data issue in E&I,Data Issue,Open,Test Case 69,Medium,P4
2025-02-20,Global Nav,TC_121,E&I,Pass,D1889,Issue with data issue in E&I,UI Element Issue,Open,Test Case 40,Medium,P3
2025-02-21,Global Nav,TC_121,E&I,Fail,D_1602,Requirement Gap detected in E&I module.,Manual,In Progress,Test Case 108,Medium,P3
2025-02-22,Global Nav,TC_121,E&I,Pass,D8893,Issue with environment in C&I,Data Issue,In Progress,Test Case 82,Critical,P4
2025-02-23,Global Nav,TC_121,E&I,Pass,D6619,Issue with data issue in C&I,Data Issue,Open,Test Case 84,Medium,P4
2025-02-24,Global Nav,TC_121,E&I,Pass,D9082,Issue with environment in M&R,Environment,In Progress,Test Case 27,High,P4
2025-02-25,Global Nav,TC_121,E&I,Pass,D4204,Issue with environment in C&I,Environment,Closed,Test Case 50,Medium,P2
2025-02-26,Global Nav,TC_121,E&I,Pass,D9715,Issue with data issue in M&R,Data Issue,In Progress,Test Case 106,Critical,P3
2025-02-27,Global Nav,TC_121,E&I,Pass,D1889,Issue with ui element issue in M&R,UI Element Issue,In Progress,Test Case 27,Medium,P2
2025-02-28,Global Nav,TC_121,E&I,Fail,D_1414,Code Issue detected in E&I module.,Automation,Open,Test Case 58,High,P1
2025-03-01,Global Nav,TC_121,E&I,Pass,D3009,Issue with data issue in M&R,UI Element Issue,Open,Test Case 92,Medium,P2
2025-03-02,Global Nav,TC_121,E&I,Pass,D1972,Issue with environment in C&I,Environment,Closed,Test Case 69,Medium,P4
2025-03-03,Global Nav,TC_121,E&I,Pass,D8812,Issue with data issue in M&R,UI Element Issue,Closed,Test Case 101,Medium,P2
2025-03-04,Global Nav,TC_121,E&I,Pass,D9422,Issue with data issue in E&I,Data Issue,Open,Test Case 49,Critical,P1
2025-03-05,Global Nav,TC_121,E&I,Pass,D3545,Issue with environment in C&I,Data Issue,Open,Test Case 59,Critical,P3
2024-12-15,Global Nav,TC_122,C&I,Fail,D_1804,Automation Script Issue detected in C&I module.,Automation,Closed,Test Case 9,Critical,P3
2024-12-16,Global Nav,TC_122,C&I,Pass,D6323,Issue with ui element issue in E&I,UI Element Issue,Closed,Test Case 40,Medium,P3
2024-12-17,Global Nav,TC_122,C&I,Pass,D6323,Issue with environment in M&R,UI Element Issue,Closed,Test Case 42,High,P2
2024-12-18,Global Nav,TC_122,C&I,Pass,D9422,Issue with data issue in M&R,Data Issue,In Progress,Test Case 77,High,P1
2024-12-19,Global Nav,TC_122,C&I,Pass,D9376,Issue with ui element issue in M&R,Environment,Closed,Test Case 46,High,P4
2024-12-20,Global Nav,TC_122,C&I,Pass,D3009,Issue with data issue in C&I,UI Element Issue,Open,Test Case 48,Critical,P3
2024-12-21,Global Nav,TC_122,C&I,Pass,D8812,Issue with ui element issue in M&R,Environment,Open,Test Case 49,Critical,P2
2024-12-22,Global Nav,TC_122,C&I,Pass,D8812,Issue with data issue in C&I,Environment,Closed,Test Case 95,Critical,P1
2024-12-23,Global Nav,TC_122,C&I,Fail,D_1356,Automation Script Issue detected in C&I module.,Automation,Closed,Test Case 86,Medium,P4
2024-12-24,Global Nav,TC_122,C&I,Pass,D9758,Issue with data issue in C&I,Data Issue,Open,Test Case 99,High,P1
2024-12-25,Global Nav,TC_122,C&I,Pass,D9082,Issue with data issue in M&R,UI Element Issue,Open,Test Case 35,Medium,P4
2024-12-26,Global Nav,TC_122,C&I,Pass,D7669,Issue with environment in M&R,Environment,Open,Test Case 63,High,P1
2024-12-27,Global Nav,TC_122,C&I,Pass,D8392,Issue with ui element issue in M&R,Environment,Closed,Test Case 81,Medium,P2
2024-12-28,Global Nav,TC_122,C&I,Pass,D1889,Issue with ui element issue in M&R,UI Element Issue,Open,Test Case 55,Critical,P4
2024-12-29,Global Nav,TC_122,C&I,Fail,D_1822,Test Data Issue detected in C&I module.,Manual,Open,Test Case 5,Critical,P2
2024-12-30,Global Nav,TC_122,C&I,Pass,D3481,Issue with ui element issue in C&I,Data Issue,In Progress,Test Case 79,Critical,P2
2024-12-31,Global Nav,TC_122,C&I,Fail,D_1516,Requirement Gap detected in C&I module.,Automation,Closed,Test Case 27,Critical,P4
2025-01-01,Global Nav,TC_122,C&I,Fail,D_1449,Test Data Issue detected in C&I module.,Automation,Closed,Test Case 116,Medium,P3
2025-01-02,Global Nav,TC_122,C&I,Pass,D8392,Issue with ui element issue in C&I,UI Element Issue,Closed,Test Case 6,Critical,P2
2025-01-03,Global Nav,TC_122,C&I,Pass,D7669,Issue with ui element issue in M&R,Environment,Open,Test Case 111,Medium,P4
2025-01-04,Global Nav,TC_122,C&I,Pass,D7558,Issue with environment in M&R,Environment,In Progress,Test Case 86,High,P3
2025-01-05,Global Nav,TC_122,C&I,Fail,D_1937,Automation Script Issue detected in C&I module.,Manual,In Progress,Test Case 87,High,P3
2025-01-06,Global Nav,TC_122,C&I,Pass,D3685,Issue with environment in C&I,Environment,Closed,Test Case 65,Critical,P1
2025-01-07,Global Nav,TC_122,C&I,Pass,D3066,Issue with ui element issue in C&I,Data Issue,Closed,Test Case 91,Medium,P4
2025-01-08,Global Nav,TC_122,C&I,Pass,D6323,Issue with data issue in M&R,UI Element Issue,Closed,Test Case 96,High,P2
2025-01-09,Global Nav,TC_122,C&I,Pass,D8400,Issue with ui element issue in M&R,UI Element Issue,In Progress,Test Case 83,Critical,P1
2025-01-10,Global Nav,TC_122,C&I,Pass,D9715,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 92,High,P2
2025-01-11,Global Nav,TC_122,C&I,Fail,D_1034,Test Data Issue detected in C&I module.,Manual,In Progress,Test Case 30,Medium,P4
2025-01-12,Global Nav,TC_122,C&I,Pass,D9185,Issue with environment in M&R,UI Element Issue,Open,Test Case 37,Critical,P2
2025-01-13,Global Nav,TC_122,C&I,Pass,D4727,Issue with environment in M&R,Environment,Open,Test Case 80,High,P4
2025-01-14,Global Nav,TC_122,C&I,Fail,D_1086,Test Data Issue detected in C&I module.,Automation,In Progress,Test Case 58,Critical,P1
2025-01-15,Global Nav,TC_122,C&I,Pass,D7558,Issue with environment in E&I,Data Issue,Open,Test Case 80,High,P1
2025-01-16,Global Nav,TC_122,C&I,Fail,D_1611,Environment Issue detected in C&I module.,Manual,Open,Test Case 108,Medium,P2
2025-01-17,Global Nav,TC_122,C&I,Fail,D_1972,Requirement Gap detected in C&I module.,Manual,Open,Test Case 37,High,P2
2025-01-18,Global Nav,TC_122,C&I,Pass,D1972,Issue with data issue in M&R,Environment,Closed,Test Case 40,Medium,P3
2025-01-19,Global Nav,TC_122,C&I,Pass,D5537,Issue with data issue in M&R,UI Element Issue,Closed,Test Case 6,High,P4
2025-01-20,Global Nav,TC_122,C&I,Fail,D_1201,Code Issue detected in C&I module.,Automation,Open,Test Case 89,Critical,P3
2025-01-21,Global Nav,TC_122,C&I,Pass,D3685,Issue with data issue in E&I,Environment,Closed,Test Case 47,High,P1
2025-01-22,Global Nav,TC_122,C&I,Pass,D8281,Issue with environment in C&I,UI Element Issue,Closed,Test Case 78,High,P4
2025-01-23,Global Nav,TC_122,C&I,Fail,D_1344,Code Issue detected in C&I module.,Manual,Deferred,Test Case 81,Medium,P2
2025-01-24,Global Nav,TC_122,C&I,Pass,D7558,Issue with ui element issue in M&R,Environment,In Progress,Test Case 96,Medium,P2
2025-01-25,Global Nav,TC_122,C&I,Pass,D8893,Issue with data issue in E&I,UI Element Issue,In Progress,Test Case 112,Medium,P3
2025-01-26,Global Nav,TC_122,C&I,Pass,D3009,Issue with data issue in E&I,Environment,Open,Test Case 9,High,P2
2025-01-27,Global Nav,TC_122,C&I,Pass,D6532,Issue with data issue in C&I,Environment,In Progress,Test Case 75,Medium,P4
2025-01-28,Global Nav,TC_122,C&I,Pass,D3460,Issue with environment in M&R,UI Element Issue,Closed,Test Case 80,Critical,P1
2025-01-29,Global Nav,TC_122,C&I,Fail,D_1789,Test Data Issue detected in C&I module.,Manual,Closed,Test Case 43,Medium,P2
2025-01-30,Global Nav,TC_122,C&I,Pass,D6619,Issue with environment in M&R,Environment,Open,Test Case 17,Critical,P1
2025-01-31,Global Nav,TC_122,C&I,Pass,D4204,Issue with environment in E&I,Environment,In Progress,Test Case 99,Critical,P2
2025-02-01,Global Nav,TC_122,C&I,Fail,D_1227,Code Issue detected in C&I module.,Automation,Closed,Test Case 103,High,P4
2025-02-02,Global Nav,TC_122,C&I,Fail,D_1237,Code Issue detected in C&I module.,Automation,Open,Test Case 48,Critical,P4
2025-02-03,Global Nav,TC_122,C&I,Pass,D7689,Issue with environment in M&R,Environment,In Progress,Test Case 34,High,P1
2025-02-04,Global Nav,TC_122,C&I,Pass,D8415,Issue with environment in C&I,Data Issue,In Progress,Test Case 38,High,P3
2025-02-05,Global Nav,TC_122,C&I,Pass,D5257,Issue with ui element issue in E&I,Data Issue,Closed,Test Case 45,Critical,P4
2025-02-06,Global Nav,TC_122,C&I,Pass,D1972,Issue with ui element issue in M&R,UI Element Issue,In Progress,Test Case 77,Critical,P4
2025-02-07,Global Nav,TC_122,C&I,Pass,D8893,Issue with environment in C&I,Data Issue,Closed,Test Case 85,Medium,P3
2025-02-08,Global Nav,TC_122,C&I,Pass,D3009,Issue with environment in E&I,Data Issue,Closed,Test Case 54,Critical,P4
2025-02-09,Global Nav,TC_122,C&I,Pass,D8278,Issue with environment in E&I,Data Issue,Closed,Test Case 98,Medium,P4
2025-02-10,Global Nav,TC_122,C&I,Fail,D_1145,Requirement Gap detected in C&I module.,Automation,Open,Test Case 4,Critical,P1
2025-02-11,Global Nav,TC_122,C&I,Pass,D3213,Issue with environment in M&R,Data Issue,Closed,Test Case 60,High,P1
2025-02-12,Global Nav,TC_122,C&I,Pass,D3545,Issue with ui element issue in C&I,UI Element Issue,Open,Test Case 51,Critical,P2
2025-02-13,Global Nav,TC_122,C&I,Fail,D_1000,Requirement Gap detected in C&I module.,Manual,Deferred,Test Case 103,Critical,P1
2025-02-14,Global Nav,TC_122,C&I,Fail,D_1810,Test Data Issue detected in C&I module.,Automation,Closed,Test Case 22,High,P1
2025-02-15,Global Nav,TC_122,C&I,Fail,D_1058,Test Data Issue detected in C&I module.,Manual,Closed,Test Case 30,High,P2
2025-02-16,Global Nav,TC_122,C&I,Pass,D1524,Issue with ui element issue in E&I,Environment,Open,Test Case 24,High,P4
2025-02-17,Global Nav,TC_122,C&I,Pass,D3685,Issue with ui element issue in E&I,UI Element Issue,In Progress,Test Case 8,High,P2
2025-02-18,Global Nav,TC_122,C&I,Pass,D7558,Issue with environment in M&R,UI Element Issue,Open,Test Case 31,Medium,P4
2025-02-19,Global Nav,TC_122,C&I,Pass,D9758,Issue with ui element issue in C&I,UI Element Issue,In Progress,Test Case 90,Critical,P3
2025-02-20,Global Nav,TC_122,C&I,Fail,D_1691,Code Issue detected in C&I module.,Manual,Deferred,Test Case 16,Medium,P1
2025-02-21,Global Nav,TC_122,C&I,Pass,D7689,Issue with environment in E&I,UI Element Issue,Open,Test Case 89,High,P1
2025-02-22,Global Nav,TC_122,C&I,Pass,D1373,Issue with ui element issue in M&R,Data Issue,In Progress,Test Case 23,High,P1
2025-02-23,Global Nav,TC_122,C&I,Fail,D_1287,Requirement Gap detected in C&I module.,Automation,Open,Test Case 93,Medium,P2
2025-02-24,Global Nav,TC_122,C&I,Fail,D_1465,Requirement Gap detected in C&I module.,Automation,Closed,Test Case 51,High,P4
2025-02-25,Global Nav,TC_122,C&I,Fail,D_1492,Environment Issue detected in C&I module.,Automation,Open,Test Case 68,High,P1
2025-02-26,Global Nav,TC_122,C&I,Pass,D3213,Issue with environment in M&R,Data Issue,In Progress,Test Case 79,Medium,P1
2025-02-27,Global Nav,TC_122,C&I,Pass,D9715,Issue with ui element issue in E&I,Data Issue,Closed,Test Case 97,Medium,P2
2025-02-28,Global Nav,TC_122,C&I,Pass,D6532,Issue with data issue in M&R,Data Issue,Closed,Test Case 17,High,P3
2025-03-01,Global Nav,TC_122,C&I,Pass,D9093,Issue with ui element issue in C&I,Data Issue,In Progress,Test Case 1,Critical,P3
2025-03-02,Global Nav,TC_122,C&I,Pass,D5257,Issue with ui element issue in C&I,UI Element Issue,Closed,Test Case 36,High,P1
2025-03-03,Global Nav,TC_122,C&I,Pass,D8415,Issue with ui element issue in C&I,Data Issue,In Progress,Test Case 66,Critical,P4
2025-03-04,Global Nav,TC_122,C&I,Pass,D1621,Issue with ui element issue in C&I,UI Element Issue,Open,Test Case 22,High,P2
2025-03-05,Global Nav,TC_122,C&I,Fail,D_1307,Requirement Gap detected in C&I module.,Automation,In Progress,Test Case 53,Critical,P1
2024-12-15,Global Nav,TC_123,C&I,Pass,D8278,Issue with ui element issue in E&I,UI Element Issue,Open,Test Case 114,Medium,P2
2024-12-16,Global Nav,TC_123,C&I,Pass,D9093,Issue with data issue in C&I,UI Element Issue,In Progress,Test Case 35,High,P4
2024-12-17,Global Nav,TC_123,C&I,Pass,D9376,Issue with environment in C&I,Data Issue,Open,Test Case 70,Medium,P3
2024-12-18,Global Nav,TC_123,C&I,Pass,D9376,Issue with ui element issue in M&R,Environment,Closed,Test Case 110,High,P2
2024-12-19,Global Nav,TC_123,C&I,Fail,D_1222,Code Issue detected in C&I module.,Automation,Closed,Test Case 26,High,P1
2024-12-20,Global Nav,TC_123,C&I,Pass,D8812,Issue with ui element issue in M&R,UI Element Issue,Closed,Test Case 71,High,P2
2024-12-21,Global Nav,TC_123,C&I,Pass,D3545,Issue with data issue in M&R,UI Element Issue,In Progress,Test Case 92,High,P3
2024-12-22,Global Nav,TC_123,C&I,Pass,D1889,Issue with data issue in C&I,Data Issue,In Progress,Test Case 72,High,P4
2024-12-23,Global Nav,TC_123,C&I,Pass,D9093,Issue with ui element issue in M&R,Environment,Open,Test Case 45,High,P1
2024-12-24,Global Nav,TC_123,C&I,Pass,D3460,Issue with ui element issue in E&I,Environment,Open,Test Case 76,High,P2
2024-12-25,Global Nav,TC_123,C&I,Pass,D9093,Issue with data issue in E&I,Data Issue,Open,Test Case 12,High,P2
2024-12-26,Global Nav,TC_123,C&I,Pass,D6532,Issue with environment in M&R,Environment,In Progress,Test Case 63,Critical,P4
2024-12-27,Global Nav,TC_123,C&I,Fail,D_1206,Test Data Issue detected in C&I module.,Manual,Closed,Test Case 72,High,P4
2024-12-28,Global Nav,TC_123,C&I,Pass,D8812,Issue with data issue in E&I,Environment,In Progress,Test Case 88,Medium,P4
2024-12-29,Global Nav,TC_123,C&I,Pass,D4279,Issue with data issue in C&I,Environment,In Progress,Test Case 77,Critical,P3
2024-12-30,Global Nav,TC_123,C&I,Fail,D_1828,Environment Issue detected in C&I module.,Automation,Open,Test Case 54,Medium,P1
2024-12-31,Global Nav,TC_123,C&I,Pass,D7558,Issue with ui element issue in M&R,Data Issue,In Progress,Test Case 119,High,P3
2025-01-01,Global Nav,TC_123,C&I,Pass,D9185,Issue with ui element issue in C&I,Data Issue,Open,Test Case 66,Medium,P4
2025-01-02,Global Nav,TC_123,C&I,Fail,D_1342,Code Issue detected in C&I module.,Manual,Closed,Test Case 23,High,P2
2025-01-03,Global Nav,TC_123,C&I,Pass,D3009,Issue with ui element issue in E&I,Data Issue,In Progress,Test Case 21,Medium,P4
2025-01-04,Global Nav,TC_123,C&I,Fail,D_1882,Environment Issue detected in C&I module.,Automation,Deferred,Test Case 82,Critical,P3
2025-01-05,Global Nav,TC_123,C&I,Fail,D_1485,Automation Script Issue detected in C&I module.,Manual,In Progress,Test Case 32,Critical,P3
2025-01-06,Global Nav,TC_123,C&I,Pass,D6532,Issue with environment in E&I,Environment,Open,Test Case 44,Critical,P1
2025-01-07,Global Nav,TC_123,C&I,Pass,D1889,Issue with data issue in M&R,Environment,Open,Test Case 109,High,P1
2025-01-08,Global Nav,TC_123,C&I,Fail,D_1604,Test Data Issue detected in C&I module.,Automation,In Progress,Test Case 37,Medium,P4
2025-01-09,Global Nav,TC_123,C&I,Pass,D1621,Issue with environment in M&R,UI Element Issue,Open,Test Case 57,Critical,P1
2025-01-10,Global Nav,TC_123,C&I,Pass,D1524,Issue with environment in C&I,Data Issue,Open,Test Case 94,Critical,P4
2025-01-11,Global Nav,TC_123,C&I,Pass,D3545,Issue with ui element issue in M&R,Environment,Closed,Test Case 12,Medium,P3
2025-01-12,Global Nav,TC_123,C&I,Pass,D8281,Issue with data issue in E&I,UI Element Issue,In Progress,Test Case 39,Medium,P4
2025-01-13,Global Nav,TC_123,C&I,Pass,D8400,Issue with environment in M&R,Data Issue,Open,Test Case 14,High,P3
2025-01-14,Global Nav,TC_123,C&I,Fail,D_1581,Code Issue detected in C&I module.,Automation,In Progress,Test Case 11,Medium,P1
2025-01-15,Global Nav,TC_123,C&I,Pass,D3066,Issue with data issue in C&I,Environment,Closed,Test Case 90,Medium,P4
2025-01-16,Global Nav,TC_123,C&I,Fail,D_1970,Requirement Gap detected in C&I module.,Automation,Open,Test Case 30,Critical,P4
2025-01-17,Global Nav,TC_123,C&I,Pass,D3213,Issue with ui element issue in M&R,Environment,In Progress,Test Case 91,High,P2
2025-01-18,Global Nav,TC_123,C&I,Pass,D8893,Issue with ui element issue in C&I,Data Issue,Closed,Test Case 35,High,P3
2025-01-19,Global Nav,TC_123,C&I,Pass,D6532,Issue with environment in C&I,Data Issue,Open,Test Case 14,High,P1
2025-01-20,Global Nav,TC_123,C&I,Pass,D9082,Issue with data issue in M&R,Environment,In Progress,Test Case 69,Critical,P3
2025-01-21,Global Nav,TC_123,C&I,Pass,D3460,Issue with environment in M&R,UI Element Issue,Open,Test Case 61,High,P3
2025-01-22,Global Nav,TC_123,C&I,Fail,D_1406,Code Issue detected in C&I module.,Manual,Deferred,Test Case 8,High,P1
2025-01-23,Global Nav,TC_123,C&I,Pass,D1373,Issue with data issue in E&I,UI Element Issue,In Progress,Test Case 50,Medium,P2
2025-01-24,Global Nav,TC_123,C&I,Pass,D9715,Issue with environment in E&I,UI Element Issue,Closed,Test Case 94,Critical,P1
2025-01-25,Global Nav,TC_123,C&I,Pass,D9715,Issue with ui element issue in C&I,Environment,Open,Test Case 97,Critical,P2
2025-01-26,Global Nav,TC_123,C&I,Pass,D9093,Issue with environment in M&R,Data Issue,Open,Test Case 28,High,P4
2025-01-27,Global Nav,TC_123,C&I,Pass,D8812,Issue with environment in C&I,UI Element Issue,Closed,Test Case 68,High,P2
2025-01-28,Global Nav,TC_123,C&I,Pass,D9093,Issue with environment in M&R,Data Issue,In Progress,Test Case 65,High,P3
2025-01-29,Global Nav,TC_123,C&I,Fail,D_1123,Code Issue detected in C&I module.,Automation,Open,Test Case 44,Medium,P2
2025-01-30,Global Nav,TC_123,C&I,Pass,D1373,Issue with data issue in E&I,UI Element Issue,Open,Test Case 51,Medium,P2
2025-01-31,Global Nav,TC_123,C&I,Fail,D_1223,Automation Script Issue detected in C&I module.,Manual,Deferred,Test Case 37,High,P4
2025-02-01,Global Nav,TC_123,C&I,Pass,D1972,Issue with data issue in M&R,Data Issue,In Progress,Test Case 49,Critical,P4
2025-02-02,Global Nav,TC_123,C&I,Pass,D8278,Issue with data issue in E&I,UI Element Issue,Open,Test Case 63,High,P3
2025-02-03,Global Nav,TC_123,C&I,Pass,D3460,Issue with environment in C&I,Environment,In Progress,Test Case 40,Medium,P2
2025-02-04,Global Nav,TC_123,C&I,Fail,D_1965,Test Data Issue detected in C&I module.,Manual,Open,Test Case 46,High,P1
2025-02-05,Global Nav,TC_123,C&I,Pass,D3066,Issue with ui element issue in C&I,Data Issue,Open,Test Case 103,Critical,P3
2025-02-06,Global Nav,TC_123,C&I,Pass,D8415,Issue with data issue in E&I,Environment,Closed,Test Case 56,Medium,P2
2025-02-07,Global Nav,TC_123,C&I,Pass,D9758,Issue with environment in E&I,UI Element Issue,Open,Test Case 89,Medium,P3
2025-02-08,Global Nav,TC_123,C&I,Fail,D_1292,Environment Issue detected in C&I module.,Manual,Deferred,Test Case 96,Medium,P1
2025-02-09,Global Nav,TC_123,C&I,Pass,D7558,Issue with environment in E&I,Data Issue,Closed,Test Case 79,Critical,P2
2025-02-10,Global Nav,TC_123,C&I,Pass,D8789,Issue with ui element issue in M&R,Environment,In Progress,Test Case 115,Critical,P4
2025-02-11,Global Nav,TC_123,C&I,Pass,D3481,Issue with ui element issue in C&I,UI Element Issue,In Progress,Test Case 93,High,P1
2025-02-12,Global Nav,TC_123,C&I,Pass,D4279,Issue with ui element issue in C&I,Environment,In Progress,Test Case 74,High,P3
2025-02-13,Global Nav,TC_123,C&I,Pass,D1889,Issue with ui element issue in M&R,Environment,Open,Test Case 76,Critical,P2
2025-02-14,Global Nav,TC_123,C&I,Pass,D9093,Issue with data issue in E&I,UI Element Issue,Closed,Test Case 21,Critical,P4
2025-02-15,Global Nav,TC_123,C&I,Pass,D9185,Issue with environment in M&R,Data Issue,In Progress,Test Case 32,Critical,P2
2025-02-16,Global Nav,TC_123,C&I,Pass,D6532,Issue with data issue in M&R,Environment,Open,Test Case 24,Critical,P2
2025-02-17,Global Nav,TC_123,C&I,Fail,D_1486,Automation Script Issue detected in C&I module.,Automation,In Progress,Test Case 75,Critical,P4
2025-02-18,Global Nav,TC_123,C&I,Fail,D_1703,Code Issue detected in C&I module.,Manual,Deferred,Test Case 81,Medium,P2
2025-02-19,Global Nav,TC_123,C&I,Pass,D3858,Issue with environment in M&R,Environment,Open,Test Case 16,Medium,P2
2025-02-20,Global Nav,TC_123,C&I,Fail,D_1752,Code Issue detected in C&I module.,Manual,Deferred,Test Case 79,Critical,P4
2025-02-21,Global Nav,TC_123,C&I,Pass,D9082,Issue with data issue in M&R,Environment,Open,Test Case 37,High,P4
2025-02-22,Global Nav,TC_123,C&I,Pass,D5537,Issue with ui element issue in M&R,Data Issue,In Progress,Test Case 49,High,P1
2025-02-23,Global Nav,TC_123,C&I,Pass,D4727,Issue with data issue in M&R,Data Issue,In Progress,Test Case 92,Medium,P3
2025-02-24,Global Nav,TC_123,C&I,Fail,D_1876,Code Issue detected in C&I module.,Manual,Deferred,Test Case 58,High,P3
2025-02-25,Global Nav,TC_123,C&I,Pass,D6323,Issue with ui element issue in E&I,UI Element Issue,Closed,Test Case 89,Medium,P2
2025-02-26,Global Nav,TC_123,C&I,Pass,D3009,Issue with environment in M&R,Environment,In Progress,Test Case 110,Medium,P3
2025-02-27,Global Nav,TC_123,C&I,Pass,D4204,Issue with environment in M&R,Environment,In Progress,Test Case 13,Medium,P4
2025-02-28,Global Nav,TC_123,C&I,Pass,D9093,Issue with data issue in E&I,UI Element Issue,Open,Test Case 14,High,P4
2025-03-01,Global Nav,TC_123,C&I,Pass,D1524,Issue with ui element issue in M&R,Data Issue,Closed,Test Case 115,Medium,P3
2025-03-02,Global Nav,TC_123,C&I,Pass,D9376,Issue with data issue in M&R,Data Issue,Closed,Test Case 115,Critical,P2
2025-03-03,Global Nav,TC_123,C&I,Pass,D8893,Issue with ui element issue in E&I,Environment,In Progress,Test Case 62,Medium,P2
2025-03-04,Global Nav,TC_123,C&I,Pass,D4204,Issue with ui element issue in E&I,UI Element Issue,In Progress,Test Case 39,High,P1
2025-03-05,Global Nav,TC_123,C&I,Fail,D_1246,Automation Script Issue detected in C&I module.,Automation,Deferred,Test Case 36,Medium,P2
2024-12-15,Global Nav,TC_124,C&I,Fail,D_1672,Environment Issue detected in C&I module.,Automation,Deferred,Test Case 99,High,P1
